original_met_name,llm_queries,chosen_kegg_cpd,confidence,mapping_score,evidence_line,n_reactions,n_enzymes,n_pathways
linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*,linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*; linoleoyl-linolenoyl-glycerol (18:2/18:3),,low,0.0,,0,0,0
linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*; linoleoyl-linolenoyl-glycerol (18:2/18:3),,low,0.0,,0,0,0
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*,linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*; linoleoyl-docosahexaenoyl-glycerol (18:2/22:6),,low,0.0,,0,0,0
palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*,palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*; palmitoleoyl-linoleoyl-glycerol (16:1/18:2),,low,0.0,,0,0,0
oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*,oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*; oleoyl-arachidonoyl-glycerol (18:1/20:4),,low,0.0,,0,0,0
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*; oleoyl-arachidonoyl-glycerol (18:1/20:4),,low,0.0,,0,0,0
palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*,palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*; palmitoyl-linolenoyl-glycerol (16:0/18:3),,low,0.0,,0,0,0
"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*","diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*; diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])",,low,0.0,,0,0,0
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*; linoleoyl-linoleoyl-glycerol (18:2/18:2),,low,0.0,,0,0,0
linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*,linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*; linoleoyl-linoleoyl-glycerol (18:2/18:2),,low,0.0,,0,0,0
stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*; stearoyl-arachidonoyl-glycerol (18:0/20:4),,low,0.0,,0,0,0
stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*,stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*; stearoyl-arachidonoyl-glycerol (18:0/20:4),,low,0.0,,0,0,0
"diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1) [2]*","diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1) [2]*; diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1)",,low,0.0,,0,0,0
1-palmityl-GPE (O-16:0)*,1-palmityl-gpe (o-16:0)*; 1-palmityl-gpe (o-16:0); palmityl-gpe (o-16:0)*,,low,0.0,,0,0,0
1-palmityl-2-stearoyl-GPC (O-16:0/18:0)*,1-palmityl-2-stearoyl-gpc (o-16:0/18:0)*; 1-palmityl-2-stearoyl-gpc (o-16:0/18:0); palmityl-stearoyl-gpc (o-16:0/18:0)*,,low,0.0,,0,0,0
1-palmityl-2-palmitoyl-GPC (O-16:0/16:0)*,1-palmityl-2-palmitoyl-gpc (o-16:0/16:0)*; 1-palmityl-2-palmitoyl-gpc (o-16:0/16:0); palmityl-palmitoyl-gpc (o-16:0/16:0)*,,low,0.0,,0,0,0
1-stearyl-2-docosapentaenoyl-GPC (O-18:0/22:5n3)*,1-stearyl-2-docosapentaenoyl-gpc (o-18:0/22:5n3)*; 1-stearyl-2-docosapentaenoyl-gpc (o-18:0/22:5n3); stearyl-docosapentaenoyl-gpc (o-18:0/22:5n3)*,,low,0.0,,0,0,0
1-stearyl-2-linoleoyl-GPC (O-18:0/18:2)*,1-stearyl-2-linoleoyl-gpc (o-18:0/18:2)*; 1-stearyl-2-linoleoyl-gpc (o-18:0/18:2); stearyl-linoleoyl-gpc (o-18:0/18:2)*,,low,0.0,,0,0,0
1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n3)*,1-stearoyl-2-docosapentaenoyl-gpe (18:0/22:5n3)*; 1-stearoyl-2-docosapentaenoyl-gpe (18:0/22:5n3); stearoyl-docosapentaenoyl-gpe (18:0/22:5n3)*,,low,0.0,,0,0,0
1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n6)*,1-stearoyl-2-docosapentaenoyl-gpe (18:0/22:5n6)*; 1-stearoyl-2-docosapentaenoyl-gpe (18:0/22:5n6); stearoyl-docosapentaenoyl-gpe (18:0/22:5n6)*,,low,0.0,,0,0,0
1-stearoyl-2-adrenoyl-GPE (18:0/22:4)*,1-stearoyl-2-adrenoyl-gpe (18:0/22:4)*; 1-stearoyl-2-adrenoyl-gpe (18:0/22:4); stearoyl-adrenoyl-gpe (18:0/22:4)*,,low,0.0,,0,0,0
1-(1-enyl-stearoyl)-2-docosapentaenoyl-GPE (P-18:0/22:5n3)*,1-(1-enyl-stearoyl)-2-docosapentaenoyl-gpe (p-18:0/22:5n3)*; 1-(1-enyl-stearoyl)-2-docosapentaenoyl-gpe (p-18:0/22:5n3); (enyl-stearoyl)-docosapentaenoyl-gpe (p-18:0/22:5n3)*,,low,0.0,,0,0,0
N-palmitoyl-sphingadienine (d18:2/16:0)*,n-palmitoyl-sphingadienine (d18:2/16:0)*; palmitoyl-sphingadienine (d18:2/16:0)*; n-palmitoyl-sphingadienine (d18:2/16:0),,low,0.0,,0,0,0
palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*,palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*; palmitoyl-docosahexaenoyl-glycerol (16:0/22:6),,low,0.0,,0,0,0
lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*; lactosyl-n-nervonoyl-sphingosine (d18:1/24:1),,low,0.0,,0,0,0
glycosyl-N-behenoyl-sphingosine (d18:1/22:0)*,glycosyl-n-behenoyl-sphingosine (d18:1/22:0)*; glycosyl-n-behenoyl-sphingosine (d18:1/22:0),,low,0.0,,0,0,0
lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*,lactosyl-n-behenoyl-sphingosine (d18:1/22:0)*; lactosyl-n-behenoyl-sphingosine (d18:1/22:0),,low,0.0,,0,0,0
N-behenoyl-sphingadienine (d18:2/22:0)*,n-behenoyl-sphingadienine (d18:2/22:0)*; behenoyl-sphingadienine (d18:2/22:0)*; n-behenoyl-sphingadienine (d18:2/22:0),,low,0.0,,0,0,0
glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,glycosyl-n-behenoyl-sphingadienine (d18:2/22:0)*; glycosyl-n-behenoyl-sphingadienine (d18:2/22:0),,low,0.0,,0,0,0
N-stearoyl-sphingadienine (d18:2/18:0)*,n-stearoyl-sphingadienine (d18:2/18:0)*; stearoyl-sphingadienine (d18:2/18:0)*; n-stearoyl-sphingadienine (d18:2/18:0),,low,0.0,,0,0,0
2-hydroxybehenate,2-hydroxybehenate; hydroxybehenate; 2-hydroxybehenic acid,,low,0.0,,0,0,0
2-hydroxynervonate*,2-hydroxynervonate*; 2-hydroxynervonate; hydroxynervonate*; 2-hydroxynervonic acid*,,low,0.0,,0,0,0
N-palmitoylserine,n-palmitoylserine; palmitoylserine,,low,0.0,,0,0,0
N-oleoylserine,n-oleoylserine; oleoylserine,,low,0.0,,0,0,0
sphingadienine,sphingadienine,,low,0.0,,0,0,0
glycerophosphoserine*,glycerophosphoserine*; glycerophosphoserine,cpd:C22237,low,1.0,Query 'glycerophosphoserine' -> cpd:C22237: Glycerophosphoserine,1,1,0
palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*,palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*; palmitoleoyl-arachidonoyl-glycerol (16:1/20:4),,low,0.0,,0,0,0
myristoyl-linoleoyl-glycerol (14:0/18:2) [1]*,myristoyl-linoleoyl-glycerol (14:0/18:2) [1]*; myristoyl-linoleoyl-glycerol (14:0/18:2),,low,0.0,,0,0,0
myristoyl-linoleoyl-glycerol (14:0/18:2) [2]*,myristoyl-linoleoyl-glycerol (14:0/18:2) [2]*; myristoyl-linoleoyl-glycerol (14:0/18:2),,low,0.0,,0,0,0
1-palmitoyl-2-(hydroxylinoleoyl)-GPC (16:0/18:2(OH))*,1-palmitoyl-2-(hydroxylinoleoyl)-gpc (16:0/18:2(oh))*; 1-palmitoyl-2-(hydroxylinoleoyl)-gpc (16:0/18:2(oh)); palmitoyl-(hydroxylinoleoyl)-gpc (16:0/18:2(oh))*,,low,0.0,,0,0,0
"ceramide (d16:1/24:1, d18:1/22:1)*","ceramide (d16:1/24:1, d18:1/22:1)*; ceramide (d16:1/24:1, d18:1/22:1)",,low,0.0,,0,0,0
N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,n-palmitoyl-heptadecasphingosine (d17:1/16:0)*; palmitoyl-heptadecasphingosine (d17:1/16:0)*; n-palmitoyl-heptadecasphingosine (d17:1/16:0),,low,0.0,,0,0,0
"ceramide (d18:1/14:0, d16:1/16:0)*","ceramide (d18:1/14:0, d16:1/16:0)*; ceramide (d18:1/14:0, d16:1/16:0)",,low,0.0,,0,0,0
"ceramide (d18:1/17:0, d17:1/18:0)*","ceramide (d18:1/17:0, d17:1/18:0)*; ceramide (d18:1/17:0, d17:1/18:0)",,low,0.0,,0,0,0
"ceramide (d18:2/24:1, d18:1/24:2)*","ceramide (d18:2/24:1, d18:1/24:2)*; ceramide (d18:2/24:1, d18:1/24:2)",,low,0.0,,0,0,0
"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*","glycosyl ceramide (d18:2/24:1, d18:1/24:2)*; glycosyl ceramide (d18:2/24:1, d18:1/24:2)",,low,0.0,,0,0,0
"glycosyl ceramide (d18:1/23:1, d17:1/24:1)*","glycosyl ceramide (d18:1/23:1, d17:1/24:1)*; glycosyl ceramide (d18:1/23:1, d17:1/24:1)",,low,0.0,,0,0,0
glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*,glycosyl-n-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2oh))*; glycosyl-n-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2oh)); glycosyl-n-(hydroxynervonoyl)-sphingosine (d18:1/24:1(2oh))*,,low,0.0,,0,0,0
"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*","ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*; ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)",,low,0.0,,0,0,0
stearoylcholine*,stearoylcholine*; stearoylcholine,,low,0.0,,0,0,0
linoleoylcholine*,linoleoylcholine*; linoleoylcholine,,low,0.0,,0,0,0
docosatrienoate (22:3n6)*,docosatrienoate (22:3n6)*; docosatrienoate (22:3n6); docosatrienoic acid (22:3n6)*,,low,0.0,,0,0,0
nisinate (24:6n3),nisinate (24:6n3); nisinic acid (24:6n3),,low,0.0,,0,0,0
"sphingomyelin (d18:0/20:0, d16:0/22:0)*","sphingomyelin (d18:0/20:0, d16:0/22:0)*; sphingomyelin (d18:0/20:0, d16:0/22:0)",,low,0.0,,0,0,0
"sphingomyelin (d18:1/19:0, d19:1/18:0)*","sphingomyelin (d18:1/19:0, d19:1/18:0)*; sphingomyelin (d18:1/19:0, d19:1/18:0)",,low,0.0,,0,0,0
sphingomyelin (d18:2/18:1)*,sphingomyelin (d18:2/18:1)*; sphingomyelin (d18:2/18:1),,low,0.0,,0,0,0
sphingomyelin (d18:2/24:2)*,sphingomyelin (d18:2/24:2)*; sphingomyelin (d18:2/24:2),,low,0.0,,0,0,0
"sphingomyelin (d18:2/21:0, d16:2/23:0)*","sphingomyelin (d18:2/21:0, d16:2/23:0)*; sphingomyelin (d18:2/21:0, d16:2/23:0)",,low,0.0,,0,0,0
sphingomyelin (d18:2/23:1)*,sphingomyelin (d18:2/23:1)*; sphingomyelin (d18:2/23:1),,low,0.0,,0,0,0
"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*","sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*; sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)",,low,0.0,,0,0,0
"sphingomyelin (d17:2/16:0, d18:2/15:0)*","sphingomyelin (d17:2/16:0, d18:2/15:0)*; sphingomyelin (d17:2/16:0, d18:2/15:0)",,low,0.0,,0,0,0
heneicosapentaenoate (21:5n3),heneicosapentaenoate (21:5n3); heneicosapentaenoic acid (21:5n3),,low,0.0,,0,0,0
linolenoylcarnitine (C18:3)*,linolenoylcarnitine (c18:3)*; linolenoylcarnitine (c18:3),,low,0.0,,0,0,0
behenoylcarnitine (C22)*,behenoylcarnitine (c22)*; behenoylcarnitine (c22),,low,0.0,,0,0,0
arachidoylcarnitine (C20)*,arachidoylcarnitine (c20)*; arachidoylcarnitine (c20),,low,0.0,,0,0,0
lignoceroylcarnitine (C24)*,lignoceroylcarnitine (c24)*; lignoceroylcarnitine (c24),,low,0.0,,0,0,0
cerotoylcarnitine (C26)*,cerotoylcarnitine (c26)*; cerotoylcarnitine (c26),,low,0.0,,0,0,0
ximenoylcarnitine (C26:1)*,ximenoylcarnitine (c26:1)*; ximenoylcarnitine (c26:1),,low,0.0,,0,0,0
arachidonoylcarnitine (C20:4),arachidonoylcarnitine (c20:4),,low,0.0,,0,0,0
eicosenoylcarnitine (C20:1)*,eicosenoylcarnitine (c20:1)*; eicosenoylcarnitine (c20:1),,low,0.0,,0,0,0
dihomo-linoleoylcarnitine (C20:2)*,dihomo-linoleoylcarnitine (c20:2)*; dihomo-linoleoylcarnitine (c20:2),,low,0.0,,0,0,0
dihomo-linolenoylcarnitine (C20:3n3 or 6)*,dihomo-linolenoylcarnitine (c20:3n3 or 6)*; dihomo-linolenoylcarnitine (c20:3n3 or 6),,low,0.0,,0,0,0
docosahexaenoylcarnitine (C22:6)*,docosahexaenoylcarnitine (c22:6)*; docosahexaenoylcarnitine (c22:6),,low,0.0,,0,0,0
nervonoylcarnitine (C24:1)*,nervonoylcarnitine (c24:1)*; nervonoylcarnitine (c24:1),,low,0.0,,0,0,0
adrenoylcarnitine (C22:4)*,adrenoylcarnitine (c22:4)*; adrenoylcarnitine (c22:4),,low,0.0,,0,0,0
"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*","glycosyl ceramide (d18:1/20:0, d16:1/22:0)*; glycosyl ceramide (d18:1/20:0, d16:1/22:0)",,low,0.0,,0,0,0
"N,N,N-trimethyl-5-aminovalerate","n,n,n-trimethyl-5-aminovalerate; n,n,n-trimethyl-aminovalerate; n,n,n-trimethyl-5-aminovaleric acid",,low,0.0,,0,0,0
carotene diol (1),carotene diol (1); carotene diol,cpd:C06098,low,0.1,"Query 'carotene diol' -> cpd:C06098: Zeaxanthin; (3R,3'R)-beta,beta-Carotene-3,3'-diol",13,7,6
carotene diol (2),carotene diol (2); carotene diol,cpd:C06098,low,0.1,"Query 'carotene diol' -> cpd:C06098: Zeaxanthin; (3R,3'R)-beta,beta-Carotene-3,3'-diol",13,7,6
carotene diol (3),carotene diol (3); carotene diol,cpd:C06098,low,0.1,"Query 'carotene diol' -> cpd:C06098: Zeaxanthin; (3R,3'R)-beta,beta-Carotene-3,3'-diol",13,7,6
cortolone glucuronide (1),cortolone glucuronide (1); cortolone glucuronide,,low,0.0,,0,0,0
1-oleyl-2-linoleoyl-GPC (O-18:1/18:2)*,1-oleyl-2-linoleoyl-gpc (o-18:1/18:2)*; 1-oleyl-2-linoleoyl-gpc (o-18:1/18:2); oleyl-linoleoyl-gpc (o-18:1/18:2)*,,low,0.0,,0,0,0
1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0)*,1-palmitoyl-2-pentadecanoyl-gpc (16:0/15:0)*; 1-palmitoyl-2-pentadecanoyl-gpc (16:0/15:0); palmitoyl-pentadecanoyl-gpc (16:0/15:0)*,,low,0.0,,0,0,0
(N(1) + N(8))-acetylspermidine,(n(1) + n(8))-acetylspermidine,,low,0.0,,0,0,0
5-dodecenoylcarnitine (C12:1),5-dodecenoylcarnitine (c12:1); dodecenoylcarnitine (c12:1),,low,0.0,,0,0,0
hydroxy-CMPF*,hydroxy-cmpf*; hydroxy-cmpf,,low,0.0,,0,0,0
3-hydroxyoleoylcarnitine,3-hydroxyoleoylcarnitine; hydroxyoleoylcarnitine,,low,0.0,,0,0,0
trans-2-hexenoylglycine,trans-2-hexenoylglycine; 2-hexenoylglycine; trans-hexenoylglycine,,low,0.0,,0,0,0
2-hydroxyarachidate*,2-hydroxyarachidate*; 2-hydroxyarachidate; hydroxyarachidate*; 2-hydroxyarachidic acid*,,low,0.0,,0,0,0
N-stearoylserine*,n-stearoylserine*; stearoylserine*; n-stearoylserine,,low,0.0,,0,0,0
N-linoleoylserine*,n-linoleoylserine*; linoleoylserine*; n-linoleoylserine,,low,0.0,,0,0,0
2-hydroxyheptanoate*,2-hydroxyheptanoate*; 2-hydroxyheptanoate; hydroxyheptanoate*; 2-hydroxyheptanoic acid*,,low,0.0,,0,0,0
3-hydroxyoleate*,3-hydroxyoleate*; 3-hydroxyoleate; hydroxyoleate*; 3-hydroxyoleic acid*,,low,0.0,,0,0,0
lyxonate,lyxonate; lyxonic acid,cpd:C05412,low,0.7,Query 'lyxonate' -> cpd:C05412: L-Lyxonate; L-Lyxonic acid,2,1,3
dodecenedioate (C12:1-DC)*,dodecenedioate (c12:1-dc)*; dodecenedioate (c12:1-dc); dodecenedioate (c12:dc)*; dodecenedioic acid (c12:1-dc)*,,low,0.0,,0,0,0
hexadecenedioate (C16:1-DC)*,hexadecenedioate (c16:1-dc)*; hexadecenedioate (c16:1-dc); hexadecenedioate (c16:dc)*; hexadecenedioic acid (c16:1-dc)*,,low,0.0,,0,0,0
octadecenedioate (C18:1-DC),octadecenedioate (c18:1-dc); octadecenedioate (c18:dc); octadecenedioic acid (c18:1-dc),,low,0.0,,0,0,0
heptenedioate (C7:1-DC)*,heptenedioate (c7:1-dc)*; heptenedioate (c7:1-dc); heptenedioate (c7:dc)*; heptenedioic acid (c7:1-dc)*,,low,0.0,,0,0,0
octadecadienedioate (C18:2-DC)*,octadecadienedioate (c18:2-dc)*; octadecadienedioate (c18:2-dc); octadecadienedioate (c18:dc)*; octadecadienedioic acid (c18:2-dc)*,,low,0.0,,0,0,0
glucuronide of C12H22O4 (1)*,glucuronide of c12h22o4 (1)*; glucuronide of c12h22o4,,low,0.0,,0,0,0
glucuronide of C12H22O4 (2)*,glucuronide of c12h22o4 (2)*; glucuronide of c12h22o4,,low,0.0,,0,0,0
glucuronide of C14H26O4 (1)*,glucuronide of c14h26o4 (1)*; glucuronide of c14h26o4,,low,0.0,,0,0,0
glucuronide of C10H18O2 (1)*,glucuronide of c10h18o2 (1)*; glucuronide of c10h18o2,,low,0.0,,0,0,0
N-acetylglucosamine conjugate of C24H40O4 bile acid**,n-acetylglucosamine conjugate of c24h40o4 bile acid**; acetylglucosamine conjugate of c24h40o4 bile acid**; n-acetylglucosamine conjugate of c24h40o4 bile acid,,low,0.0,,0,0,0
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**,3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-cmpfp)**; 3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-cmpfp); carboxy-methyl-pentyl-furanpropionate (cmpfp)**; 3-carboxy-4-methyl-5-pentyl-2-furanpropionic acid (3-cmpfp)**,,low,0.0,,0,0,0
glucuronide of C10H18O2 (7)*,glucuronide of c10h18o2 (7)*; glucuronide of c10h18o2,,low,0.0,,0,0,0
glucuronide of C10H18O2 (8)*,glucuronide of c10h18o2 (8)*; glucuronide of c10h18o2,,low,0.0,,0,0,0
N-acetyl-2-aminooctanoate*,n-acetyl-2-aminooctanoate*; acetyl-2-aminooctanoate*; n-acetyl-2-aminooctanoate; n-acetyl-aminooctanoate*; n-acetyl-2-aminooctanoic acid*,,low,0.0,,0,0,0
hydroxyasparagine**,hydroxyasparagine**; hydroxyasparagine,cpd:C20631,low,0.7,"Query 'hydroxyasparagine' -> cpd:C20631: (2S,3S)-3-Hydroxyasparagine",1,1,0
3-hydroxybutyroylglycine**,3-hydroxybutyroylglycine**; 3-hydroxybutyroylglycine; hydroxybutyroylglycine**,,low,0.0,,0,0,0
glyco-beta-muricholate**,glyco-beta-muricholate**; glyco-beta-muricholate; glyco-beta-muricholic acid**,,low,0.0,,0,0,0
N-methylhydroxyproline**,n-methylhydroxyproline**; methylhydroxyproline**; n-methylhydroxyproline,,low,0.0,,0,0,0
"N,N,N-trimethyl-alanylproline betaine (TMAP)","n,n,n-trimethyl-alanylproline betaine (tmap)",,low,0.0,,0,0,0
1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPC (P-18:1/22:6)*,1-(1-enyl-oleoyl)-2-docosahexaenoyl-gpc (p-18:1/22:6)*; 1-(1-enyl-oleoyl)-2-docosahexaenoyl-gpc (p-18:1/22:6); (enyl-oleoyl)-docosahexaenoyl-gpc (p-18:1/22:6)*,,low,0.0,,0,0,0
gamma-glutamylcitrulline*,gamma-glutamylcitrulline*; glutamylcitrulline*; gamma-glutamylcitrulline,,low,0.0,,0,0,0
glycine conjugate of C10H12O2*,glycine conjugate of c10h12o2*; glycine conjugate of c10h12o2; glycine conjugic acid of c10h12o2*,,low,0.0,,0,0,0
glycine conjugate of C10H14O2 (1)*,glycine conjugate of c10h14o2 (1)*; glycine conjugate of c10h14o2; glycine conjugic acid of c10h14o2 (1)*,,low,0.0,,0,0,0
glutamine conjugate of C7H12O2*,glutamine conjugate of c7h12o2*; glutamine conjugate of c7h12o2; glutamine conjugic acid of c7h12o2*,,low,0.0,,0,0,0
glutamine conjugate of C6H10O2 (1)*,glutamine conjugate of c6h10o2 (1)*; glutamine conjugate of c6h10o2; glutamine conjugic acid of c6h10o2 (1)*,,low,0.0,,0,0,0
glutamine conjugate of C6H10O2 (2)*,glutamine conjugate of c6h10o2 (2)*; glutamine conjugate of c6h10o2; glutamine conjugic acid of c6h10o2 (2)*,,low,0.0,,0,0,0
fibrinopeptide A (5-16)*,fibrinopeptide a (5-16)*; fibrinopeptide a (5-16); fibrinopeptide a (16)*,,low,0.0,,0,0,0
fibrinopeptide A (7-16)*,fibrinopeptide a (7-16)*; fibrinopeptide a (7-16); fibrinopeptide a (16)*,,low,0.0,,0,0,0
"sphingomyelin (d17:1/14:0, d16:1/15:0)*","sphingomyelin (d17:1/14:0, d16:1/15:0)*; sphingomyelin (d17:1/14:0, d16:1/15:0)",,low,0.0,,0,0,0
tetradecadienoate (14:2)*,tetradecadienoate (14:2)*; tetradecadienoate (14:2); tetradecadienoic acid (14:2)*,,low,0.0,,0,0,0
8-methoxykynurenate,8-methoxykynurenate; methoxykynurenate; 8-methoxykynurenic acid,cpd:C05830,low,1.0,Query '8-methoxykynurenate' -> cpd:C05830: 8-Methoxykynurenate; Xanthurenic acid 8-methyl ether,1,0,1
3-amino-2-piperidone,3-amino-2-piperidone; amino-piperidone,,low,0.0,,0,0,0
"N,N-dimethylalanine","n,n-dimethylalanine",,low,0.0,,0,0,0
2-hydroxysebacate,2-hydroxysebacate; hydroxysebacate; 2-hydroxysebacic acid,,low,0.0,,0,0,0
ascorbic acid 3-sulfate*,ascorbic acid 3-sulfate*; ascorbic acid 3-sulfate; ascorbic acid sulfate*,,low,0.0,,0,0,0
6-bromotryptophan,6-bromotryptophan; bromotryptophan,,low,0.0,,0,0,0
delta-CEHC,delta-cehc,,low,0.0,,0,0,0
"N6,N6-dimethyllysine","n6,n6-dimethyllysine; n6,ndimethyllysine",,low,0.0,,0,0,0
dodecadienoate (12:2)*,dodecadienoate (12:2)*; dodecadienoate (12:2); dodecadienoic acid (12:2)*,,low,0.0,,0,0,0
indoleacetoylcarnitine*,indoleacetoylcarnitine*; indoleacetoylcarnitine,,low,0.0,,0,0,0
delta-CEHC glucuronide,delta-cehc glucuronide,,low,0.0,,0,0,0
N-acetyl-isoputreanine,n-acetyl-isoputreanine; acetyl-isoputreanine,,low,0.0,,0,0,0
11beta-hydroxyandrosterone glucuronide,11beta-hydroxyandrosterone glucuronide,,low,0.0,,0,0,0
11beta-hydroxyetiocholanolone glucuronide*,11beta-hydroxyetiocholanolone glucuronide*; 11beta-hydroxyetiocholanolone glucuronide,,low,0.0,,0,0,0
"N2-acetyl,N6,N6-dimethyllysine","n2-acetyl,n6,n6-dimethyllysine; nacetyl,n6,ndimethyllysine",,low,0.0,,0,0,0
"N2-acetyl,N6-methyllysine","n2-acetyl,n6-methyllysine; nacetyl,nmethyllysine",,low,0.0,,0,0,0
cholic acid glucuronide,cholic acid glucuronide,,low,0.0,,0,0,0
deoxycholic acid glucuronide,deoxycholic acid glucuronide,,low,0.0,,0,0,0
4-methylhexanoylglutamine,4-methylhexanoylglutamine; methylhexanoylglutamine,,low,0.0,,0,0,0
1-nonadecenoyl-GPC (19:1)*,1-nonadecenoyl-gpc (19:1)*; 1-nonadecenoyl-gpc (19:1); nonadecenoyl-gpc (19:1)*,,low,0.0,,0,0,0
glycoursodeoxycholic acid sulfate (1),glycoursodeoxycholic acid sulfate (1); glycoursodeoxycholic acid sulfate,,low,0.0,,0,0,0
glycoursodeoxycholic acid sulfate (2),glycoursodeoxycholic acid sulfate (2); glycoursodeoxycholic acid sulfate,,low,0.0,,0,0,0
lithocholate sulfate (1),lithocholate sulfate (1); lithocholate sulfate; lithocholic acid sulfic acid (1),cpd:C03642,low,0.7,Query 'lithocholate sulfate' -> cpd:C03642: Taurolithocholate sulfate; 3alpha-Sulfatolithocholyltaurine; Taurolithocholic acid 3-sulfate,1,1,1
lithocholic acid sulfate (2),lithocholic acid sulfate (2); lithocholic acid sulfate,cpd:C03642,low,0.1,Query 'lithocholic acid sulfate' -> cpd:C03642: Taurolithocholate sulfate; 3alpha-Sulfatolithocholyltaurine; Taurolithocholic acid 3-sulfate,1,1,1
3-hydroxyhexanoylcarnitine (1),3-hydroxyhexanoylcarnitine (1); 3-hydroxyhexanoylcarnitine; hydroxyhexanoylcarnitine (1),,low,0.0,,0,0,0
2-ketocaprylate,2-ketocaprylate; ketocaprylate; 2-ketocaprylic acid,,low,0.0,,0,0,0
"N,N-dimethyl-5-aminovalerate","n,n-dimethyl-5-aminovalerate; n,n-dimethyl-aminovalerate; n,n-dimethyl-5-aminovaleric acid",,low,0.0,,0,0,0
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*","2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)*; 2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa); 2,dihydroxy-methylthio-pentenoate (dmtpa)*; 2,3-dihydroxy-5-methylthio-4-pentenoic acid (dmtpa)*",,low,0.0,,0,0,0
fibrinopeptide A (3-15)**,fibrinopeptide a (3-15)**; fibrinopeptide a (3-15); fibrinopeptide a (15)**,,low,0.0,,0,0,0
fibrinopeptide A (2-15)**,fibrinopeptide a (2-15)**; fibrinopeptide a (2-15); fibrinopeptide a (15)**,,low,0.0,,0,0,0
fibrinopeptide A (3-16)**,fibrinopeptide a (3-16)**; fibrinopeptide a (3-16); fibrinopeptide a (16)**,,low,0.0,,0,0,0
fibrinopeptide A (4-15)**,fibrinopeptide a (4-15)**; fibrinopeptide a (4-15); fibrinopeptide a (15)**,,low,0.0,,0,0,0
